"index";"labourearnings";"age";"gender";"education";"maritalstatus";"lifesatisfaction"
9434;0;81;2;2;1;8
9435;NA;48;1;NA;NA;NA
9436;44750;59;2;2;1;8
9437;0;42;2;NA;NA;NA
9438;0;28;1;2;2;7
9439;0;13;1;NA;NA;NA
9440;0;58;2;NA;NA;NA
9441;42000;30;2;3;4;8
9442;0;12;1;NA;NA;NA
9443;45150;42;1;3;1;8
9444;7080;25;1;1;2;5
9445;0;15;1;NA;NA;NA
9446;0;66;1;3;1;6
9447;NA;32;1;NA;NA;NA
9448;NA;20;1;NA;NA;NA
9449;NA;11;2;NA;NA;NA
9450;0;15;2;NA;NA;NA
9451;0;12;2;NA;NA;NA
9452;0;21;1;NA;NA;NA
9453;0;76;1;2;1;8
9454;5640;21;1;2;2;3
9455;0;59;2;NA;NA;NA
9456;0;27;2;1;1;8
9457;0;80;1;3;1;9
9458;0;16;1;NA;NA;NA
9459;0;2;1;NA;NA;NA
9460;NA;36;2;1;1;8
9461;NA;44;1;2;2;9
9462;NA;62;2;3;1;8
9463;0;0;2;NA;NA;NA
9464;16035;56;2;3;1;9
9465;NA;8;2;NA;NA;NA
9466;NA;53;2;NA;NA;NA
9467;0;13;1;NA;NA;NA
9468;0;14;1;NA;NA;NA
9469;NA;41;1;3;1;7
9470;0;15;2;NA;NA;NA
9471;NA;7;2;NA;NA;NA
9472;105200;51;1;2;1;6
9473;54000;60;1;3;1;8
9474;34200;47;2;2;1;8
9475;0;80;2;2;2;8
9476;0;18;2;1;2;7
9477;2100;33;1;1;1;10
9478;78000;44;2;3;1;8
9479;2700;21;2;2;2;9
9480;0;9;2;NA;NA;NA
9481;0;4;2;NA;NA;NA
9482;20200;23;2;2;2;7
9483;0;39;2;1;5;8
9484;0;14;1;NA;NA;NA
9485;0;NA;2;NA;NA;NA
9486;6400;20;1;1;2;10
9487;NA;21;2;2;2;6
9488;53620;38;1;3;2;9
9489;42000;58;2;2;1;8
9490;29270;50;2;2;1;8
9491;11484;50;2;2;1;5
9492;48400;38;1;3;1;9
9493;25900;41;2;3;1;6
9494;40380;23;1;3;2;9
9495;22800;33;1;3;1;9
9496;2700;20;1;NA;2;5
9497;72000;50;1;1;1;6
9498;0;8;1;NA;NA;NA
9499;0;72;2;2;1;7
9500;NA;53;1;NA;NA;NA
9501;0;0;2;NA;NA;NA
9502;0;5;2;NA;NA;NA
9503;0;11;2;NA;NA;NA
9504;0;21;1;NA;2;7
9505;0;22;1;2;2;9
9506;14400;34;1;2;2;4
9507;0;10;1;NA;NA;NA
9508;0;1;1;NA;NA;NA
9509;7050;24;1;2;2;9
9510;0;37;2;2;2;8
9511;NA;27;2;2;2;8
9512;32400;52;1;2;1;5
9513;0;7;2;NA;NA;NA
9514;NA;28;1;3;2;NA
9515;0;9;2;NA;NA;NA
9516;0;1;1;NA;NA;NA
9517;0;22;2;1;1;7
9518;NA;31;2;2;4;9
9519;5400;48;2;2;1;8
9520;2592;25;1;NA;2;10
9521;0;1;1;NA;NA;NA
9522;0;79;2;1;4;4
9523;NA;57;1;NA;NA;NA
9524;NA;12;2;NA;NA;NA
9525;0;61;1;2;1;5
9526;NA;55;1;2;1;10
9527;0;18;1;NA;NA;NA
9528;0;16;1;NA;NA;NA
9529;0;68;2;2;1;7
9530;0;65;2;2;1;9
9531;0;36;2;1;1;0
9532;0;6;2;NA;NA;NA
9533;0;2;1;NA;NA;NA
9534;0;40;2;NA;NA;NA
9535;0;42;2;3;1;8
9536;60800;60;1;2;1;7
9537;0;10;1;NA;NA;NA
9538;0;0;2;NA;NA;NA
9539;9750;56;2;2;4;8
9540;0;6;1;NA;NA;NA
9541;0;15;2;NA;NA;NA
9542;0;54;1;NA;NA;NA
9543;42000;55;2;3;1;10
9544;28100;22;2;2;2;8
9545;0;2;1;NA;NA;NA
9546;0;9;1;NA;NA;NA
9547;0;67;2;3;1;3
9548;5400;54;1;2;1;7
9549;NA;25;2;2;2;6
9550;0;14;1;NA;NA;NA
9551;0;55;2;2;1;7
9552;0;1;1;NA;NA;NA
9553;127516;55;1;2;1;9
9554;28750;63;2;2;2;9
9555;0;12;2;NA;NA;NA
9556;21400;25;2;3;2;7
9557;62060;47;1;2;4;9
9558;136336;60;2;2;2;8
9559;0;11;2;NA;NA;NA
9560;37500;45;1;3;1;10
9561;23900;58;2;2;4;6
9562;24000;39;1;3;2;8
9563;0;16;1;NA;NA;NA
9564;12000;37;2;3;1;7
9565;22240;55;2;2;4;8
9566;45400;33;2;3;1;10
9567;0;1;2;NA;NA;NA
9568;1692;27;1;1;2;8
9569;0;76;2;2;1;2
9570;0;24;1;NA;NA;NA
9571;0;4;1;NA;NA;NA
9572;NA;23;1;NA;NA;NA
9573;34635;54;1;3;1;7
9574;10560;41;1;1;1;8
9575;0;17;2;1;2;NA
9576;47472;32;1;2;1;7
9577;0;2;1;NA;NA;NA
9578;NA;47;2;3;1;5
9579;42000;71;1;3;2;8
9580;15900;26;2;3;2;9
9581;41752;53;1;2;1;5
9582;0;35;2;NA;NA;NA
9583;0;43;1;1;1;10
9584;0;60;2;1;4;7
9585;0;16;1;NA;NA;NA
9586;0;13;2;NA;NA;NA
9587;0;55;1;1;1;5
9588;NA;66;2;2;3;5
9589;1250;25;2;2;1;7
9590;24350;23;1;2;2;8
9591;0;14;1;NA;NA;NA
9592;6400;37;2;3;1;8
9593;0;4;2;NA;NA;NA
9594;32968;48;1;2;1;8
9595;NA;35;2;1;1;8
9596;NA;40;1;3;1;7
9597;NA;30;1;1;2;3
9598;0;18;2;1;2;9
9599;0;66;2;2;1;8
9600;0;29;2;2;2;8
9601;NA;49;2;3;4;9
9602;0;76;2;2;1;8
9603;0;44;2;1;1;8
9604;0;3;1;NA;NA;NA
9605;NA;NA;2;NA;NA;NA
9606;0;73;1;1;1;7
9607;30400;52;2;2;1;9
9608;NA;35;1;NA;NA;NA
9609;0;16;2;NA;NA;NA
9610;0;1;1;NA;NA;NA
9611;0;10;2;NA;NA;NA
9612;NA;21;2;NA;NA;NA
9613;0;38;2;NA;1;10
9614;0;NA;2;NA;NA;NA
9615;6600;22;2;2;2;6
9616;NA;47;1;3;1;8
9617;0;11;1;NA;NA;NA
9618;0;28;1;3;2;7
9619;49140;56;1;2;4;8
9620;0;12;1;NA;NA;NA
9621;8400;19;2;2;2;9
9622;500;73;2;1;4;9
9623;132065;33;1;3;2;10
9624;60000;61;1;3;1;8
9625;0;6;1;NA;NA;NA
9626;45100;44;1;2;1;6
9627;0;15;1;NA;NA;NA
9628;0;13;2;NA;NA;NA
9629;4500;37;2;2;1;9
9630;28800;46;1;1;1;10
9631;15364;45;2;2;1;8
9632;36175;61;1;3;4;8
9633;NA;29;2;NA;NA;NA
9634;0;8;2;NA;NA;NA
9635;NA;42;1;2;1;8
9636;0;11;1;NA;NA;NA
9637;NA;49;1;NA;NA;NA
9638;12200;53;2;1;2;6
9639;31200;50;1;2;1;6
9640;33940;50;2;3;2;8
9641;NA;18;1;NA;NA;NA
9642;3150;42;2;1;1;8
9643;NA;60;1;NA;NA;NA
9644;NA;60;1;NA;NA;NA
9645;0;68;2;2;4;9
9646;NA;NA;1;NA;NA;NA
9647;0;66;2;2;1;7
9648;8100;62;2;3;1;8
9649;17400;39;2;2;1;7
9650;NA;60;1;NA;NA;NA
9651;0;65;1;2;1;7
9652;0;16;2;NA;NA;NA
9653;84000;41;1;3;1;7
9654;27600;59;2;3;1;7
9655;0;9;1;NA;NA;NA
9656;8500;28;1;3;2;8
9657;18900;56;2;3;1;8
9658;0;21;2;1;2;8
9659;0;25;1;NA;NA;NA
9660;41600;27;1;2;2;7
9661;39900;23;2;1;2;7
9662;0;0;NA;NA;NA;NA
9663;28532;41;2;2;1;8
9664;65000;46;1;2;1;8
9665;42000;47;2;3;1;9
9666;0;11;2;NA;NA;NA
9667;23520;45;2;2;1;5
9668;24440;28;2;2;2;4
9669;0;21;2;2;2;9
9670;NA;36;2;3;1;9
9671;9700;42;2;3;1;9
9672;33200;59;1;2;1;7
9673;25200;28;2;3;2;7
9674;0;69;2;NA;NA;NA
9675;0;13;2;NA;NA;NA
9676;58800;41;1;3;1;8
9677;48000;44;1;3;1;8
9678;60000;54;1;3;2;7
9679;2525;57;2;2;4;5
9680;0;18;1;1;2;9
9681;1260;57;2;2;1;6
9682;0;17;1;NA;NA;NA
9683;0;30;2;1;5;7
9684;0;10;2;NA;NA;NA
9685;0;58;2;2;1;4
9686;0;11;2;NA;NA;NA
9687;18820;53;2;2;1;8
9688;0;12;1;NA;NA;NA
9689;NA;54;2;NA;NA;NA
9690;0;20;1;NA;NA;NA
9691;0;7;2;NA;NA;NA
9692;15600;41;1;2;1;8
9693;0;14;1;NA;NA;NA
9694;0;48;2;1;1;10
9695;0;64;2;3;3;5
9696;0;16;2;NA;NA;NA
9697;0;5;1;NA;NA;NA
9698;28742;24;1;2;2;9
9699;16800;49;2;2;1;8
9700;0;22;1;NA;NA;NA
9701;0;8;2;NA;NA;NA
9702;0;14;2;NA;NA;NA
9703;0;94;2;3;3;8
9704;100480;66;1;3;4;8
9705;0;15;2;NA;NA;NA
9706;15400;65;2;2;1;7
9707;87600;51;2;3;1;10
9708;0;6;1;NA;NA;NA
9709;66000;42;1;2;2;9
9710;0;69;2;2;1;6
9711;NA;38;2;3;1;8
9712;NA;58;1;NA;NA;NA
9713;0;10;1;NA;NA;NA
9714;0;12;1;NA;NA;NA
9715;0;84;1;2;1;8
9716;0;14;1;NA;NA;NA
9717;0;8;1;NA;NA;NA
9718;480;61;2;2;2;5
9719;0;6;2;NA;NA;NA
9720;14890;52;2;3;4;9
9721;NA;61;1;2;1;8
9722;0;63;2;3;5;3
9723;5400;57;2;2;1;10
9724;0;68;1;2;2;3
9725;0;70;1;3;1;8
9726;72000;50;2;3;1;10
9727;36000;55;2;2;1;9
9728;0;12;1;NA;NA;NA
9729;0;16;1;NA;NA;NA
9730;NA;62;2;NA;NA;NA
9731;46940;59;2;3;4;10
9732;0;10;1;NA;NA;NA
9733;0;14;1;NA;NA;NA
9734;0;39;2;NA;NA;NA
9735;0;1;1;NA;NA;NA
9736;0;7;1;NA;NA;NA
9737;0;70;2;2;5;0
9738;NA;44;2;NA;NA;NA
9739;0;10;2;NA;NA;NA
9740;1700;46;1;1;1;10
9741;0;25;1;3;2;8
9742;0;84;2;1;1;9
9743;0;90;1;2;1;8
9744;12000;31;2;2;1;8
9745;0;8;1;NA;NA;NA
9746;0;58;1;2;2;8
9747;31200;39;1;3;2;7
9748;18000;34;1;1;5;5
9749;40500;54;1;1;1;6
9750;0;18;2;2;2;9
9751;0;22;2;2;2;9
9752;82200;52;1;3;1;8
9753;18600;35;1;2;2;9
9754;140;18;2;1;2;8
9755;2000;23;1;2;2;8
9756;0;54;2;3;1;8
9757;NA;41;1;NA;NA;NA
9758;0;19;2;2;2;8
9759;0;9;2;NA;NA;NA
9760;48000;65;2;2;1;9
9761;0;9;2;NA;NA;NA
9762;0;10;1;NA;NA;NA
9763;20080;48;2;2;1;4
9764;0;2;1;NA;NA;NA
9765;0;80;2;2;1;5
9766;0;16;2;NA;NA;NA
9767;0;10;1;NA;NA;NA
9768;0;44;2;3;1;7
9769;1239988;38;1;3;1;8
9770;45500;53;2;3;1;9
9771;NA;48;2;2;2;8
9772;0;84;2;1;1;9
9773;NA;27;1;NA;NA;NA
9774;0;38;2;NA;NA;NA
9775;29280;46;2;3;1;8
9776;36000;29;1;2;2;8
9777;0;14;2;NA;NA;NA
9778;50840;37;1;2;1;3
9779;0;33;1;NA;5;3
9780;0;12;2;NA;NA;NA
9781;11976;21;1;1;2;8
9782;13468;53;2;2;3;6
9783;52600;35;2;3;1;9
9784;0;73;1;3;1;7
9785;48000;33;1;2;2;8
9786;38000;47;1;2;4;8
9787;0;7;1;NA;NA;NA
9788;0;17;2;NA;2;NA
9789;NA;62;2;2;2;9
9790;NA;NA;2;NA;NA;NA
9791;23400;40;1;2;1;6
9792;0;4;1;NA;NA;NA
9793;5314;45;2;2;1;6
9794;0;11;1;NA;NA;NA
9795;0;75;1;NA;NA;NA
9796;NA;50;2;2;1;7
9797;0;22;2;NA;NA;NA
9798;0;34;1;1;1;6
9799;0;1;2;NA;NA;NA
9800;NA;23;2;1;1;10
9801;0;82;1;2;1;5
9802;98500;57;1;2;4;9
9803;NA;39;1;NA;NA;NA
9804;0;8;2;NA;NA;NA
9805;NA;20;1;NA;NA;NA
9806;240000;66;1;3;1;8
9807;0;12;1;NA;NA;NA
9808;0;16;1;NA;NA;NA
9809;0;52;1;2;2;8
9810;16320;26;2;3;2;9
9811;0;51;1;NA;1;7
9812;0;68;1;3;4;7
9813;NA;1;1;NA;NA;NA
9814;65760;37;1;2;1;9
9815;NA;50;1;NA;NA;NA
9816;0;4;2;NA;NA;NA
9817;0;12;2;NA;NA;NA
9818;7500;31;2;2;1;9
9819;0;80;1;2;4;8
9820;0;11;2;NA;NA;NA
9821;57700;37;2;2;2;8
9822;0;70;2;2;1;7
9823;0;16;1;NA;NA;NA
9824;0;70;1;2;1;7
9825;0;14;1;NA;NA;NA
9826;30000;48;1;3;1;8
9827;0;10;2;NA;NA;NA
9828;220000;37;2;3;2;10
9829;0;14;1;NA;NA;NA
9830;0;5;1;NA;NA;NA
9831;0;51;2;NA;NA;NA
9832;1199988;53;1;2;1;10
9833;0;1;2;NA;NA;NA
9834;0;10;2;NA;NA;NA
9835;0;34;2;NA;NA;NA
9836;17400;34;2;3;1;7
9837;NA;50;2;3;1;7
9838;12061;25;2;1;2;2
9839;71950;41;1;3;2;7
9840;34400;53;2;3;4;7
9841;0;12;1;NA;NA;NA
9842;0;14;2;NA;NA;NA
9843;0;10;1;NA;NA;NA
9844;0;41;2;2;3;9
9845;14400;20;1;1;2;9
9846;NA;34;1;NA;NA;NA
9847;NA;NA;2;NA;NA;NA
9848;0;12;2;NA;NA;NA
9849;0;61;2;2;1;5
9850;37600;30;1;3;2;5
9851;130000;46;1;3;1;8
9852;0;10;2;NA;NA;NA
9853;NA;48;2;NA;NA;NA
9854;0;9;1;NA;NA;NA
9855;NA;62;2;1;3;10
9856;0;15;2;NA;NA;NA
9857;42536;51;1;3;2;6
9858;0;12;1;NA;NA;NA
9859;84300;39;1;3;1;8
9860;NA;76;1;2;1;8
9861;NA;34;1;NA;NA;NA
9862;46800;49;1;2;1;8
9863;0;4;1;NA;NA;NA
9864;0;14;1;NA;NA;NA
9865;0;1;1;NA;NA;NA
9866;0;78;1;3;1;NA
9867;0;22;1;NA;NA;NA
9868;23400;38;2;3;1;9
9869;NA;47;1;1;4;8
9870;0;17;2;NA;NA;NA
9871;2280;35;2;3;1;10
9872;NA;50;2;2;1;8
9873;0;18;1;NA;2;8
9874;0;1;1;NA;NA;NA
9875;0;13;2;NA;NA;NA
9876;0;39;2;1;1;10
9877;23300;46;2;2;1;7
9878;0;10;2;NA;NA;NA
9879;0;14;2;NA;NA;NA
9880;0;13;1;NA;NA;NA
9881;0;71;2;1;1;9
9882;0;9;1;NA;NA;NA
9883;0;72;2;NA;NA;NA
9884;NA;53;2;NA;NA;NA
9885;0;0;2;NA;NA;NA
9886;0;8;2;NA;NA;NA
9887;NA;34;1;NA;NA;NA
9888;35100;28;2;3;2;10
9889;22900;45;2;2;1;9
9890;30000;42;1;2;1;6
9891;0;14;2;NA;NA;NA
9892;0;69;2;NA;NA;NA
9893;0;39;1;1;1;6
9894;44800;42;1;2;1;7
9895;0;4;2;NA;NA;NA
9896;0;1;2;NA;NA;NA
9897;4000;25;2;2;2;6
9898;0;34;2;1;1;7
9899;0;23;2;NA;NA;NA
9900;0;7;1;NA;NA;NA
9901;0;19;2;NA;2;1
9902;0;16;1;NA;NA;NA
9903;12900;52;2;3;1;5
9904;NA;41;2;2;4;7
9905;0;63;1;2;2;5
9906;NA;29;1;NA;NA;NA
9907;0;85;2;1;1;10
9908;0;33;1;1;4;8
9909;NA;6;1;NA;NA;NA
9910;185600;64;1;3;1;10
9911;39208;33;2;1;1;8
9912;0;51;2;1;4;5
9913;0;7;1;NA;NA;NA
9914;0;46;2;NA;NA;NA
9915;0;14;2;NA;NA;NA
9916;0;14;2;NA;NA;NA
9917;0;7;1;NA;NA;NA
9918;33832;45;1;2;1;8
9919;0;56;2;2;4;9
9920;NA;20;1;NA;2;9
9921;0;17;1;NA;2;NA
9922;NA;34;1;NA;NA;NA
9923;0;14;2;NA;NA;NA
9924;0;6;1;NA;NA;NA
9925;NA;46;2;NA;5;8
9926;0;67;1;NA;NA;NA
9927;0;26;2;2;1;8
9928;0;73;1;NA;NA;NA
9929;0;17;2;NA;2;NA
9930;0;70;1;2;1;8
9931;0;66;2;3;1;4
9932;NA;45;2;NA;NA;NA
9933;600;53;1;2;1;2
9934;0;70;1;2;1;3
9935;0;73;1;3;1;8
9936;0;67;2;3;1;10
9937;51600;30;1;3;2;10
9938;9600;42;1;1;1;9
9939;0;36;2;NA;NA;NA
9940;0;71;2;1;4;8
9941;24000;28;1;2;2;8
9942;0;5;2;NA;NA;NA
9943;NA;48;2;NA;NA;NA
9944;0;22;1;NA;NA;NA
9945;0;29;2;2;1;9
9946;NA;1;1;NA;NA;NA
9947;5400;81;1;3;1;7
9948;NA;19;2;NA;NA;NA
9949;0;76;1;3;1;9
9950;NA;39;2;NA;NA;NA
9951;0;17;1;NA;NA;NA
9952;0;33;2;NA;1;6
9953;0;9;1;NA;NA;NA
9954;0;47;1;3;1;7
9955;0;27;1;2;2;5
9956;42400;56;2;3;1;9
9957;NA;NA;1;NA;NA;NA
9958;0;14;2;NA;NA;NA
9959;NA;62;1;NA;NA;NA
9960;0;3;2;NA;NA;NA
9961;0;13;1;NA;NA;NA
9962;0;11;2;NA;NA;NA
9963;0;15;1;NA;NA;NA
9964;0;31;2;NA;NA;NA
9965;0;14;1;NA;NA;NA
9966;0;49;1;NA;1;7
9967;41050;53;2;2;1;9
9968;0;1;NA;NA;NA;NA
9969;16800;59;2;3;1;8
9970;36100;49;2;2;2;8
9971;27300;58;2;2;1;8
9972;25800;42;1;1;1;8
9973;NA;12;1;NA;NA;NA
9974;NA;17;1;NA;2;NA
9975;NA;54;2;NA;NA;NA
9976;NA;10;2;NA;NA;NA
9977;65004;37;1;3;1;8
9978;0;28;2;2;2;3
9979;0;6;1;NA;NA;NA
9980;31200;42;2;2;1;8
9981;0;3;2;NA;NA;NA
9982;NA;21;2;2;2;7
9983;0;67;2;2;3;7
9984;0;41;2;NA;NA;NA
9985;18000;42;1;2;1;7
9986;0;7;2;NA;NA;NA
9987;21920;28;2;3;2;9
9988;56000;60;1;2;1;7
9989;0;4;2;NA;NA;NA
9990;6200;47;2;2;1;8
9991;0;66;1;2;1;6
9992;NA;66;2;2;4;7
9993;0;2;2;NA;NA;NA
9994;0;9;1;NA;NA;NA
9995;0;36;1;NA;NA;NA
9996;0;33;1;NA;NA;NA
9997;0;11;2;NA;NA;NA
9998;48000;29;1;2;2;10
9999;NA;26;2;NA;NA;NA
10000;NA;48;1;3;1;6
10001;NA;22;2;NA;NA;NA
10002;NA;48;2;NA;NA;NA
10003;0;58;1;2;4;3
10004;0;13;2;NA;NA;NA
10005;0;1;1;NA;NA;NA
10006;29900;51;1;2;1;9
10007;31200;33;1;2;1;9
10008;NA;27;1;1;2;7
10009;21600;63;2;3;1;8
10010;277900;46;1;3;1;9
10011;60000;59;1;2;1;10
10012;0;66;1;3;1;6
10013;NA;60;2;NA;NA;NA
10014;NA;77;2;NA;1;10
10015;NA;26;2;NA;NA;NA
10016;NA;24;2;NA;NA;NA
10017;0;73;2;2;1;8
10018;0;12;1;NA;NA;NA
10019;2400;63;2;2;3;8
10020;0;59;2;3;1;6
10021;0;14;1;NA;NA;NA
10022;0;66;1;2;1;10
10023;0;11;1;NA;NA;NA
10024;24300;52;2;2;1;9
10025;NA;56;2;NA;NA;NA
10026;NA;57;1;NA;NA;NA
10027;0;5;1;NA;NA;NA
10028;0;71;2;NA;NA;NA
10029;0;3;1;NA;NA;NA
10030;0;75;2;2;1;9
10031;13392;54;2;2;2;4
10032;NA;54;2;NA;NA;NA
10033;NA;22;2;2;2;7
10034;16600;28;2;3;2;7
10035;23268;40;2;2;1;9
10036;0;79;2;2;3;6
10037;0;7;2;NA;NA;NA
10038;0;76;2;2;1;10
10039;0;4;2;NA;NA;NA
10040;NA;34;2;1;1;8
10041;0;7;1;NA;NA;NA
10042;2400;27;2;2;2;8
10043;0;10;1;NA;NA;NA
10044;28200;56;2;2;1;8
10045;8800;59;1;3;1;8
10046;8100;38;2;2;1;9
10047;5400;59;1;2;1;10
10048;38620;42;2;2;1;8
10049;31700;54;2;2;1;8
10050;30000;41;2;2;1;8
10051;104260;46;1;3;5;8
10052;0;6;1;NA;NA;NA
10053;0;17;2;NA;NA;NA
10054;0;10;2;NA;NA;NA
10055;0;1;1;NA;NA;NA
10056;60000;53;2;3;1;8
10057;0;27;1;3;2;7
10058;108000;54;1;2;1;9
10059;0;79;1;2;1;7
10060;0;48;2;2;1;7
10061;0;13;2;NA;NA;NA
10062;0;9;1;NA;NA;NA
10063;0;21;2;NA;NA;NA
10064;0;13;1;NA;NA;NA
10065;0;24;2;NA;NA;NA
10066;0;3;2;NA;NA;NA
10067;103800;62;1;2;1;7
10068;0;3;2;NA;NA;NA
10069;NA;27;1;2;2;8
10070;NA;31;1;3;2;8
10071;84000;54;1;2;1;8
10072;NA;49;2;2;1;8
10073;4500;20;1;1;2;8
10074;38560;47;1;2;1;7
10075;NA;61;1;NA;NA;NA
10076;0;75;1;3;4;8
10077;78000;33;2;2;1;10
10078;26200;44;2;1;1;8
10079;0;34;2;1;1;NA
10080;0;5;1;NA;NA;NA
10081;0;13;2;NA;NA;NA
10082;61000;49;1;2;1;7
10083;NA;23;2;NA;NA;NA
10084;NA;60;1;3;1;9
10085;62000;58;1;2;1;5
10086;NA;34;2;NA;NA;NA
10087;0;67;1;3;1;9
10088;0;24;2;3;2;8
10089;0;12;2;NA;NA;NA
10090;NA;32;2;NA;NA;NA
10091;25910;39;2;3;1;6
10092;64956;55;1;3;1;9
10093;127920;57;1;3;1;8
10094;0;35;1;1;1;6
10095;120000;61;1;3;1;9
10096;24500;47;1;2;1;7
10097;77900;41;2;2;1;7
10098;0;78;2;2;1;7
10099;360000;60;1;3;1;9
10100;1200;32;1;3;2;9
10101;0;76;1;2;1;3
10102;0;3;2;NA;NA;NA
10103;0;13;2;NA;NA;NA
10104;27600;52;1;2;4;8
10105;0;12;1;NA;NA;NA
10106;0;33;2;1;1;6
10107;NA;19;1;NA;NA;NA
10108;0;17;2;NA;NA;NA
10109;NA;72;2;1;4;10
10110;NA;21;2;NA;NA;NA
10111;0;2;2;NA;NA;NA
10112;0;45;2;2;1;7
10113;0;5;1;NA;NA;NA
10114;0;30;2;NA;4;6
10115;23420;39;2;2;1;9
10116;0;35;2;NA;NA;NA
10117;0;27;2;NA;NA;NA
10118;5400;74;2;2;3;9
10119;32100;39;1;2;1;9
10120;NA;48;1;NA;NA;NA
10121;0;69;1;2;1;8
10122;NA;56;2;NA;NA;NA
10123;43800;37;1;2;1;7
10124;3200;45;2;1;5;9
10125;0;0;1;NA;NA;NA
10126;0;7;2;NA;NA;NA
10127;30050;40;1;2;1;8
10128;0;12;1;NA;NA;NA
10129;37560;44;1;1;4;9
10130;NA;26;2;2;2;7
10131;4300;47;2;3;4;8
10132;0;24;1;NA;NA;NA
10133;0;15;1;NA;NA;NA
10134;0;10;1;NA;NA;NA
10135;NA;22;1;NA;NA;NA
10136;NA;25;1;NA;NA;NA
10137;0;8;1;NA;NA;NA
10138;0;78;2;3;3;4
10139;0;15;1;NA;NA;NA
10140;11784;65;2;2;4;7
10141;NA;59;1;2;1;5
10142;NA;48;1;NA;NA;NA
10143;0;39;1;NA;NA;NA
10144;140400;55;1;2;5;5
10145;216000;60;1;3;1;8
10146;0;25;2;NA;NA;NA
10147;84000;52;1;2;1;7
10148;NA;5;1;NA;NA;NA
10149;960;77;1;3;1;7
10150;0;39;2;1;1;8
10151;0;85;2;NA;NA;NA
10152;5580;45;2;2;1;7
10153;NA;56;1;1;1;8
10154;NA;20;2;NA;NA;NA
10155;30500;63;2;3;1;8
10156;3000;23;1;1;2;7
10157;0;11;2;NA;NA;NA
10158;47231;52;2;2;1;7
10159;0;16;1;NA;NA;NA
10160;0;71;1;3;1;9
10161;95090;55;1;3;1;9
10162;0;5;2;NA;NA;NA
10163;14400;58;2;1;3;8
10164;NA;27;1;NA;NA;NA
10165;57000;35;1;2;1;7
10166;0;4;1;NA;NA;NA
10167;0;14;2;NA;NA;NA
10168;17400;60;2;3;1;6
10169;1080;19;2;NA;2;10
10170;NA;56;1;NA;NA;NA
10171;0;50;1;NA;NA;NA
10172;0;76;1;2;4;9
10173;12560;21;2;2;2;7
10174;0;67;2;2;1;7
10175;0;32;1;3;1;1
10176;NA;54;2;NA;NA;NA
10177;0;40;2;1;4;5
10178;NA;10;2;NA;NA;NA
10179;0;15;1;NA;NA;NA
10180;50400;56;2;3;4;8
10181;NA;46;1;NA;NA;NA
10182;NA;18;1;NA;NA;NA
10183;0;0;2;NA;NA;NA
10184;1800;46;2;3;1;2
10185;41416;46;2;2;1;8
10186;25200;34;1;2;2;7
10187;0;52;2;1;1;7
10188;NA;35;1;NA;NA;NA
10189;0;63;1;1;1;8
10190;19920;34;1;3;2;8
10191;0;24;1;1;2;8
10192;1800;73;1;2;1;7
10193;0;17;2;NA;2;NA
10194;38650;48;2;3;4;7
10195;0;24;1;3;2;8
10196;35750;53;2;2;2;10
10197;11400;39;2;1;4;7
10198;54000;55;2;2;1;10
10199;0;67;1;2;4;7
10200;0;24;1;1;2;6
10201;0;37;2;NA;1;10
10202;30465;39;2;2;2;7
10203;0;6;2;NA;NA;NA
10204;1200;37;2;3;1;9
10205;0;6;1;NA;NA;NA
10206;0;66;2;3;1;8
10207;0;78;2;2;1;8
10208;0;11;1;NA;NA;NA
10209;57000;33;1;2;2;8
10210;45000;56;1;3;1;5
10211;1440;40;1;2;2;7
10212;0;11;2;NA;NA;NA
10213;0;31;2;3;1;8
10214;5400;26;2;2;2;7
10215;0;5;1;NA;NA;NA
10216;0;36;1;2;1;10
10217;NA;43;1;NA;1;6
10218;NA;4;2;NA;NA;NA
10219;0;2;2;NA;NA;NA
10220;NA;45;1;NA;NA;NA
10221;36000;68;1;2;1;9
10222;18000;34;1;3;2;8
10223;27875;38;2;NA;1;9
10224;NA;32;1;1;2;2
10225;0;15;1;NA;NA;NA
10226;33600;28;1;1;2;9
10227;57400;61;1;2;1;10
10228;NA;21;2;2;2;6
10229;41500;44;2;3;1;8
10230;0;19;1;NA;NA;NA
10231;34245;42;1;2;4;8
10232;NA;53;2;2;1;6
10233;19800;51;1;2;1;7
10234;0;38;1;1;1;4
10235;10340;21;1;1;2;9
10236;57500;43;1;2;1;8
10237;59754;47;2;2;1;8
10238;NA;23;1;NA;NA;NA
10239;0;13;1;NA;NA;NA
10240;0;5;2;NA;NA;NA
10241;0;80;1;3;1;9
10242;0;14;2;NA;NA;NA
10243;0;16;2;NA;NA;NA
10244;42300;46;1;2;5;3
10245;0;33;2;1;1;6
10246;NA;18;2;NA;NA;NA
10247;0;20;1;NA;NA;NA
10248;NA;47;1;2;1;8
10249;NA;65;2;3;1;8
10250;0;23;2;1;1;8
10251;0;16;1;NA;NA;NA
10252;0;75;1;2;1;8
10253;0;10;1;NA;NA;NA
10254;8736;49;1;2;2;4
10255;NA;52;1;NA;NA;NA
10256;0;17;1;NA;NA;NA
10257;NA;46;1;NA;NA;NA
10258;0;1;2;NA;NA;NA
10259;NA;54;1;NA;NA;NA
10260;71500;55;1;2;1;5
10261;41600;40;2;2;1;6
10262;0;11;2;NA;NA;NA
10263;NA;64;1;2;1;7
